term,pidm,crn,majdesc,days,Stud.ID
201909,905142,12976,"Chemistry, ACSC Certification", T R,1963
201909,905204,15247,Psychology,  W F,1964
201909,905204,14112,Psychology,M W F,1964
201909,905204,19552,Psychology, T R,1964
201909,905204,15958,Psychology, T R,1964
201909,905204,18537,Psychology,  W F,1964
201909,905234,15878,"English, Adol Educ: English", ,1965
201909,905234,15879,"English, Adol Educ: English", ,1965
201909,905234,15998,"English, Adol Educ: English", ,1965
201909,905259,18754,Business Administration,M W,1966
201909,905259,12175,Business Administration,M W,1966
201909,905259,18748,Business Administration, T R,1966
201909,905259,18756,Business Administration,M W,1966
201909,905265,20390,Geological Sciences,M W F,1967
201909,905265,19739,Geological Sciences, ,1967
201909,905265,18947,Geological Sciences, T R,1967
201909,905265,20393,Geological Sciences, T R,1967
201909,905265,20687,Geological Sciences, ,1967
201909,905265,13440,Geological Sciences,M W F,1967
201909,905265,12844,Geological Sciences, T R,1967
201909,905272,12428,Biochemistry,  R,1968
201909,905272,13911,Biochemistry,M W F,1968
201909,905272,19722,Biochemistry, ,1968
201909,905272,16503,Biochemistry,  W,1968
201909,905272,18711,Biochemistry, ,1968
201909,905272,12827,Biochemistry, T R,1968
201909,905274,19069,"History, Adol Educ: Soc Street", T R,1969
201909,905274,20070,"History, Adol Educ: Soc Street",M W,1969
201909,905274,18740,"History, Adol Educ: Soc Street",M W,1969
201909,905274,20408,"History, Adol Educ: Soc Street", T R,1969
201909,905304,19629,Political Science, T R,1970
201909,905304,18616,Political Science, T R,1970
201909,905304,17993,Political Science,M W F,1970
201909,905304,17997,Political Science,  W,1970
201909,905304,19481,Political Science,M W F,1970
201909,905310,19352,Sociology,  W,1971
201909,905310,15960,Sociology,M   F,1971
201909,905310,14113,Sociology,M W F,1971
201909,905310,18927,Sociology, T R,1971
201909,905310,20545,Sociology, T R,1971
201909,905324,20357,Biology,M W F,1972
201909,905324,20428,Biology,M W F,1972
201909,905324,19694,Biology, ,1972
201909,905324,16632,Biology, T R,1972
201909,905324,16634,Biology,M,1972
201909,905325,20120,Biology, T R,1973
201909,905325,20348,Biology,M W F,1973
201909,905325,14113,Biology,M W F,1973
201909,905325,20596,Biology,M W,1973
201909,905360,18073,Accounting,M W,1974
201909,905360,19338,Accounting,  W F,1974
201909,905360,12153,Accounting, T R,1974
201909,905360,20484,Accounting,M W,1974
201909,905360,16266,Accounting,M W F,1974
201909,905361,19629,Communication, T R,1975
201909,905361,16689,Communication,M W,1975
201909,905361,12220,Communication, T R,1975
201909,905361,17293,Communication, T R,1975
201909,905383,19996,English, T R,1976
201909,905383,18109,English,M   F,1976
201909,905383,20465,English, T,1976
201909,905383,20377,English,M W F,1976
201909,905385,14404,Early Childhood/Childhood Educ,M W,1977
201909,905385,18585,Early Childhood/Childhood Educ,M W F,1977
201909,905385,20034,Early Childhood/Childhood Educ,M W F,1977
201909,905385,12944,Early Childhood/Childhood Educ, T R,1977
201909,905385,12750,Early Childhood/Childhood Educ, T R,1977
201909,905387,12681,Childhood/Special Education,M W,1978
201909,905387,19067,Childhood/Special Education, T R,1978
201909,905387,12944,Childhood/Special Education, T R,1978
201909,905387,15713,Childhood/Special Education, T R,1978
201909,905387,20055,Childhood/Special Education, T R,1978
201909,905403,20073,Business Administration, T R,1979
201909,905403,12859,Business Administration,M W F,1979
201909,905403,20013,Business Administration, T R,1979
201909,905403,12172,Business Administration, T R,1979
201909,905403,18976,Business Administration,M W,1979
201909,905407,18786,Biology, ,1980
201909,905407,20357,Biology,M W F,1980
201909,905407,20431,Biology,M,1980
201909,905407,20120,Biology, T R,1980
201909,905407,20196,Biology, ,1980
201909,905407,20385,Biology, T R,1980
201909,905409,14069,Geological Sciences,  F,1981
201909,905409,18947,Geological Sciences, T R,1981
201909,905409,20686,Geological Sciences, ,1981
201909,905409,13440,Geological Sciences,M W F,1981
201909,905409,19924,Geological Sciences,M W,1981
201909,905409,13555,Geological Sciences, T R,1981
201909,905410,18515,Psychology, T R,1982
201909,905410,16919,Psychology, T R,1982
201909,905410,18028,Psychology, T R,1982
201909,905410,20545,Psychology, T R,1982
201909,905410,17988,Psychology,M W,1982
201909,905438,16267,Accounting,M W F,1983
201909,905438,12151,Accounting,M W,1983
201909,905438,16090,Accounting, T R,1983
201909,905438,18747,Accounting, T R,1983
201909,905441,18583,Childhood/Special Education,M W F,1984
201909,905441,20464,Childhood/Special Education, T R,1984
201909,905441,12753,Childhood/Special Education, T R,1984
201909,905441,12940,Childhood/Special Education,M W F,1984
201909,905442,17433,Pre-Accounting,M W F,1985
201909,905442,17437,Pre-Accounting, T,1985
201909,905442,17740,Pre-Accounting, T R,1985
201909,905442,12149,Pre-Accounting, T R,1985
201909,905442,20609,Pre-Accounting, ,1985
201909,905442,16267,Pre-Accounting,M W F,1985
201909,905442,12283,Pre-Accounting, T R,1985
201909,905443,16974,Childhood/Special Education,M W F,1986
201909,905443,20037,Childhood/Special Education, T R,1986
201909,905443,20139,Childhood/Special Education, ,1986
201909,905443,12736,Childhood/Special Education,M W,1986
201909,905443,12782,Childhood/Special Education, T R,1986
201909,905443,15014,Childhood/Special Education, T R,1986
201909,905447,12008,Psychology, T R,1987
201909,905447,12859,Psychology,M W F,1987
201909,905447,14118,Psychology,M W F,1987
201909,905447,19350,Psychology, T R,1987
201909,905452,19084,Biology,M W F,1988
201909,905452,16501,Biology, T,1988
201909,905452,16124,Biology,M W F,1988
201909,905452,18241,Biology, T R,1988
201909,905452,12919,Biology,M W F,1988
201909,905465,20056,"History, Adol Educ: Soc Street",M W,1990
201909,905465,20139,"History, Adol Educ: Soc Street", ,1990
201909,905465,20509,"History, Adol Educ: Soc Street", T R,1990
201909,905465,19509,"History, Adol Educ: Soc Street",  W,1990
201909,905465,17255,"History, Adol Educ: Soc Street", T R,1990
201909,905465,20375,"History, Adol Educ: Soc Street",M   F,1990
201909,905467,15888,Early Childhood/Childhood Educ,M W,1991
201909,905467,19416,Early Childhood/Childhood Educ,M W,1991
201909,905467,15719,Early Childhood/Childhood Educ, T R,1991
201909,905467,16506,Early Childhood/Childhood Educ,M W F,1991
201909,905467,18589,Early Childhood/Childhood Educ, T R,1991
201909,905493,18305,Accounting,M,1992
201909,905493,15385,Accounting,M W,1992
201909,905493,20139,Accounting, ,1992
201909,905493,17741,Accounting, T R,1992
201909,905493,12852,Accounting,M W F,1992
201909,905493,16090,Accounting, T R,1992
201909,905507,12947,Psychology,M W F,1993
201909,905507,15958,Psychology, T R,1993
201909,905507,16381,Psychology, ,1993
201909,905507,19552,Psychology, T R,1993
201909,905507,19353,Psychology, T R,1993
201909,905507,20385,Psychology, T R,1993
201909,905508,12681,Childhood/Special Education,M W,1994
201909,905508,18583,Childhood/Special Education,M W F,1994
201909,905508,20568,Childhood/Special Education,M W F,1994
201909,905508,12753,Childhood/Special Education, T R,1994
201909,905508,17677,Childhood/Special Education, T R,1994
201909,905508,19344,Childhood/Special Education, T R,1994
201909,905538,19497,Geological Sciences,M W F,1995
201909,905538,17844,Geological Sciences, T,1995
201909,905538,20442,Geological Sciences, T R,1995
201909,905538,14069,Geological Sciences,  F,1995
201909,905538,19929,Geological Sciences,M W,1995
201909,905538,12802,Geological Sciences,MTW F,1995
201909,905540,19491,Sociology, ,1996
201909,905540,20527,Sociology,M W F,1996
201909,905540,13610,Sociology,M W,1996
201909,905540,18537,Sociology,  W F,1996
201909,905541,20012,Psychology,M W,1997
201909,905541,12941,Psychology, T R,1997
201909,905541,20475,Psychology, T R,1997
201909,905541,19348,Psychology,M W F,1997
201909,905541,19962,Psychology, T R,1997
201909,905552,16516,Business Administration,  R,1998
201909,905552,20426,Business Administration,M W,1998
201909,905552,17740,Business Administration, T R,1998
201909,905552,12919,Business Administration,M W F,1998
201909,905552,12171,Business Administration, T R,1998
201909,905596,20064,Psychology,  W,1999
201909,905596,13625,Psychology, ,1999
201909,905596,14109,Psychology, T R,1999
201909,905596,16282,Psychology,M W F,1999
201909,905596,20480,Psychology,M W F,1999
201909,905596,20227,Psychology, ,1999
201909,905600,14087,Childhood/Special Education,M W F,2000
201909,905600,16626,Childhood/Special Education,  R,2000
201909,905600,20107,Childhood/Special Education,M W F,2000
201909,905600,12942,Childhood/Special Education, T R,2000
201909,905600,20055,Childhood/Special Education, T R,2000
201909,905600,13770,Childhood/Special Education,M W F,2000
201909,905604,18594,Biology,  F,2001
201909,905604,19987,Biology,M W F,2001
201909,905604,18711,Biology, ,2001
201909,905604,12750,Biology, T R,2001
201909,905627,20465,English, T,2002
201909,905627,19398,English,  W,2002
201909,905627,19513,English, T R,2002
201909,905627,20379,English,M W,2002
201909,905627,20457,English,M W,2002
201909,905644,12001,Communication, T R,2003
201909,905644,12219,Communication, T R,2003
201909,905644,19627,Communication,M W F,2003
201909,905644,17440,Communication,  W,2003
201909,905644,17438,Communication, T R,2003
201909,905659,16823,Accounting,M,2004
201909,905659,12822,Accounting,M W,2004
201909,905659,20013,Accounting, T R,2004
201909,905659,16267,Accounting,M W F,2004
201909,905659,16090,Accounting, T R,2004
201909,905708,18698,Pre-Business Administration,M W,2005
201909,905708,19670,Pre-Business Administration,M W F,2005
201909,905708,13301,Pre-Business Administration, ,2005
201909,905708,17993,Pre-Business Administration,M W F,2005
201909,905708,18001,Pre-Business Administration,  R,2005
201909,905708,18240,Pre-Business Administration, T R,2005
201909,905708,20609,Pre-Business Administration, ,2005
201909,905733,14087,Mathematics,M W F,2006
201909,905733,19392,Mathematics, T R,2006
201909,905733,14559,Mathematics,M W F,2006
201909,905733,15561,Mathematics, T R,2006
201909,905733,12733,Mathematics, T R,2006
201909,905741,20462,English,M W F,2007
201909,905741,20377,English,M W F,2007
201909,905741,12863,English, T R,2007
201909,905743,18594,Anthropology,  F,2008
201909,905743,13618,Anthropology,M W F,2008
201909,905743,18076,Anthropology,M W,2008
201909,905743,16632,Anthropology, T R,2008
201909,905743,16647,Anthropology,  R,2008
201909,905744,13049,Biology,M W F,2009
201909,905744,16501,Biology, T,2009
201909,905744,13618,Biology,M W F,2009
201909,905744,20583,Biology, T R,2009
201909,905744,19343,Biology,M W,2009
201909,905746,16142,Biology, T R,2010
201909,905746,16631,Biology, T R,2010
201909,905746,16642,Biology,  W,2010
201909,905746,15958,Biology, T R,2010
201909,905746,19348,Biology,M W F,2010
201909,905803,16515,Biology,  R,2011
201909,905803,19497,Biology,M W F,2011
201909,905803,14087,Biology,M W F,2011
201909,905803,15377,Biology, T R,2011
201909,905803,20139,Biology, ,2011
201909,905803,12792,Biology,MTW F,2011
201909,905814,12001,Psychology, T R,2012
201909,905814,12944,Psychology, T R,2012
201909,905814,17734,Psychology,M W F,2012
201909,905814,20569,Psychology, T R,2012
201909,905830,20071,History,M W,2013
201909,905830,18742,History, T R,2013
201909,905830,20400,History,M W,2013
201909,905830,20523,History, T R,2013
201909,905831,17993,Business Administration,M W F,2014
201909,905831,17995,Business Administration, T,2014
201909,905831,16267,Business Administration,M W F,2014
201909,905831,20484,Business Administration,M W,2014
201909,905831,12152,Business Administration,M W,2014
201909,905831,16090,Business Administration, T R,2014
201909,905832,12001,Business Administration, T R,2015
201909,905832,20081,Business Administration,M W,2015
201909,905832,12149,Business Administration, T R,2015
201909,905832,18240,Business Administration, T R,2015
201909,905832,12112,Business Administration,M W,2015
201909,905833,20382,History, T R,2016
201909,905833,20384,History, T R,2016
201909,905833,20124,History,M W,2016
201909,905833,17993,History,M W F,2016
201909,905833,17997,History,  W,2016
201909,905834,13161,Childhood/Special Education, ,2017
201909,905834,15718,Childhood/Special Education,M W,2017
201909,905834,15719,Childhood/Special Education, T R,2017
201909,905834,20520,Childhood/Special Education,  F,2017
201909,905834,12988,Childhood/Special Education, T R,2017
201909,905834,12405,Childhood/Special Education,  R,2017
201909,905836,16105,Biochemistry,  R,2018
201909,905836,16609,Biochemistry, ,2018
201909,905836,20428,Biochemistry,M W F,2018
201909,905836,17822,Biochemistry, T R,2018
201909,905836,18076,Biochemistry,M W,2018
201909,905836,20510,Biochemistry,  F,2018
201909,905836,13625,Biochemistry, ,2018
201909,905837,20428,Biochemistry,M W F,2019
201909,905837,17822,Biochemistry, T R,2019
201909,905837,19305,Biochemistry, ,2019
201909,905837,18076,Biochemistry,M W,2019
201909,905837,17962,Biochemistry, T R,2019
201909,905852,19398,Political Science,  W,2020
201909,905852,12822,Political Science,M W,2020
201909,905852,20608,Political Science,M W,2020
201909,905852,12919,Political Science,M W F,2020
201909,905868,12213,Communication, T R,2021
201909,905868,19096,Communication,  R,2021
201909,905868,19919,Communication,M W F,2021
201909,905868,19461,Communication, T R,2021
201909,905868,18685,Communication,M W F,2021
201909,905872,15891,Early Childhood/Childhood Educ, ,2022
201909,905872,15892,Early Childhood/Childhood Educ, ,2022
201909,905875,17425,Communication, T,2023
201909,905875,17422,Communication,M W F,2023
201909,905875,18198,Communication, ,2023
201909,905875,20420,Communication, T R,2023
201909,905875,20013,Communication, T R,2023
201909,905876,20527,Music,M W F,2024
201909,905876,13456,Music,M W F,2024
201909,905876,12849,Music, T,2024
201909,905876,18269,Music, ,2024
201909,905876,19470,Music, ,2024
201909,905876,13327,Music, ,2024
201909,905876,20089,Music, T R,2024
201909,905876,14421,Music,M,2024
201909,905893,19045,Business Administration, T R,2025
201909,905893,12149,Business Administration, T R,2025
201909,905893,18240,Business Administration, T R,2025
201909,905893,12112,Business Administration,M W,2025
201909,905893,16692,Business Administration,  F,2025
201909,905897,17773,Biology,M W F,2026
201909,905897,14397,Biology, T R,2026
201909,905897,20595,Biology, ,2026
201909,905897,16631,Biology, T R,2026
201909,905897,16636,Biology,M,2026
201909,905920,15718,Childhood/Special Education,M W,2027
201909,905920,15761,Childhood/Special Education,  W,2027
201909,905920,19417,Childhood/Special Education, T R,2027
201909,905920,16907,Childhood/Special Education, T R,2027
201909,905920,12405,Childhood/Special Education,  R,2027
201909,905935,19607,Communication, T R,2028
201909,905935,20042,Communication, T R,2028
201909,905935,12868,Communication, T R,2028
201909,905935,12863,Communication, T R,2028
201909,905935,19413,Communication,M W,2028
201909,905942,20484,Accounting,M W,2029
201909,905981,17493,Geography,M W,2030
201909,905981,20370,Geography,M   F,2030
201909,905981,12761,Geography, T R,2030
201909,905981,20475,Geography, T R,2030
201909,905981,12994,Geography,M W,2030
201909,905994,14941,Accounting, ,2031
201909,905994,16266,Accounting,M W F,2031
201909,905994,18747,Accounting, T R,2031
201909,905994,18751,Accounting,M W,2031
201909,905994,12151,Accounting,M W,2031
201909,905994,19113,Accounting, T R,2031
201909,906000,12477,Psychology, T R,2032
201909,906000,20510,Psychology,  F,2032
201909,906000,14114,Psychology, T R,2032
201909,906000,16779,Psychology, T R,2032
201909,906000,19349,Psychology, T R,2032
201909,906000,19350,Psychology, T R,2032
201909,906004,15752,Early Childhood/Childhood Educ, T R,2033
201909,906004,15757,Early Childhood/Childhood Educ, T R,2033
201909,906004,20489,Early Childhood/Childhood Educ,M,2033
201909,906004,12761,Early Childhood/Childhood Educ, T R,2033
201909,906004,20385,Early Childhood/Childhood Educ, T R,2033
201909,906017,20491,Early Childhood/Childhood Educ, T R,2034
201909,906017,19416,Early Childhood/Childhood Educ,M W,2034
201909,906017,17413,Early Childhood/Childhood Educ, T,2034
201909,906017,17444,Early Childhood/Childhood Educ, T R,2034
201909,906017,17412,Early Childhood/Childhood Educ,M W F,2034
201909,906017,17446,Early Childhood/Childhood Educ,  W,2034
201909,906032,15731,"English, Adol Educ: English",M W,2035
201909,906032,20463,"English, Adol Educ: English", T R,2035
201909,906032,20464,"English, Adol Educ: English", T R,2035
201909,906032,19540,"English, Adol Educ: English",M W,2035
201909,906035,14404,Accounting,M W,2036
201909,906035,12750,Accounting, T R,2036
201909,906035,16090,Accounting, T R,2036
201909,906035,12152,Accounting,M W,2036
201909,906035,18751,Accounting,M W,2036
201909,906045,19095,"History, Adol Educ: Soc Street",  W,2037
201909,906045,15733,"History, Adol Educ: Soc Street", T R,2037
201909,906045,18740,"History, Adol Educ: Soc Street",M W,2037
201909,906045,19707,"History, Adol Educ: Soc Street", ,2037
201909,906045,19372,"History, Adol Educ: Soc Street", T R,2037
201909,906045,19540,"History, Adol Educ: Soc Street",M W,2037
201909,906052,16823,Accounting,M,2038
201909,906052,17740,Accounting, T R,2038
201909,906052,16090,Accounting, T R,2038
201909,906052,12151,Accounting,M W,2038
201909,906052,16267,Accounting,M W F,2038
201909,906057,17822,Biochemistry, T R,2039
201909,906057,13586,Biochemistry,M W F,2039
201909,906057,20421,Biochemistry,M W,2039
201909,906057,12847,Biochemistry, T R,2039
201909,906057,18287,Biochemistry, ,2039
201909,906057,16636,Biochemistry,M,2039
201909,906057,18562,Biochemistry,M W F,2039
201909,906058,18357,Biology, ,2040
201909,906058,20120,Biology, T R,2040
201909,906058,20356,Biology,M   F,2040
201909,906058,12759,Biology,M W,2040
201909,906058,16907,Biology, T R,2040
201909,906064,12413,Anthropology, T R,2041
201909,906064,15413,Anthropology,  W F,2041
201909,906064,19988,Anthropology, T R,2041
201909,906064,18619,Anthropology,M W F,2041
201909,906064,19353,Anthropology, T R,2041
201909,906070,12941,Psychology, T R,2042
201909,906070,19350,Psychology, T R,2042
201909,906070,14115,Psychology,M W F,2042
201909,906070,16779,Psychology, T R,2042
201909,906085,13161,Childhood/Special Education, ,2043
201909,906085,15719,Childhood/Special Education, T R,2043
201909,906085,15761,Childhood/Special Education,  W,2043
201909,906085,19416,Childhood/Special Education,M W,2043
201909,906085,20508,Childhood/Special Education, T R,2043
201909,906085,12405,Childhood/Special Education,  R,2043
201909,906090,19571,English, T R,2044
201909,906090,20513,English, T R,2044
201909,906090,18084,English,M   F,2044
201909,906090,18506,English, T R,2044
201909,906090,20162,English,M,2044
201909,906092,12592,Undeclared,M W,2045
201909,906092,12600,Undeclared,  W F,2045
201909,906092,17433,Undeclared,M W F,2045
201909,906092,17435,Undeclared, T,2045
201909,906092,12730,Undeclared, T R,2045
201909,906096,20357,Biology,M W F,2046
201909,906096,20428,Biology,M W F,2046
201909,906096,14608,Biology, T R,2046
201909,906096,13462,Biology,M W,2046
201909,906096,16907,Biology, T R,2046
201909,906111,15709,Early Childhood/Childhood Educ, T R,2047
201909,906111,15714,Early Childhood/Childhood Educ, T R,2047
201909,906111,12679,Early Childhood/Childhood Educ,M W,2047
201909,906111,18925,Early Childhood/Childhood Educ, T R,2047
201909,906111,20028,Early Childhood/Childhood Educ,M W,2047
201909,906114,20001,Political Science,  W,2048
201909,906114,18522,Political Science, T R,2048
201909,906114,19571,Political Science, T R,2048
201909,906114,19481,Political Science,M W F,2048
201909,906118,17847,"Chemistry, ACSC Certification",M   F,2049
201909,906118,15390,"Chemistry, ACSC Certification", T R,2049
201909,906118,20139,"Chemistry, ACSC Certification", ,2049
201909,906118,12801,"Chemistry, ACSC Certification",M W F,2049
201909,906118,18562,"Chemistry, ACSC Certification",M W F,2049
201909,906118,16643,"Chemistry, ACSC Certification",  W,2049
201909,906121,14404,Pre-Childhood/Special Educ,M W,2050
201909,906121,15376,Pre-Childhood/Special Educ, T R,2050
201909,906121,20139,Pre-Childhood/Special Educ, ,2050
201909,906121,19934,Pre-Childhood/Special Educ,M W,2050
201909,906121,19918,Pre-Childhood/Special Educ, T R,2050
201909,906137,17255,Psychology, T R,2051
201909,906137,20480,Psychology,M W F,2051
201909,906137,12947,Psychology,M W F,2051
201909,906137,19352,Psychology,  W,2051
201909,906153,18198,Psychology, ,2052
201909,906153,12941,Psychology, T R,2052
201909,906153,19350,Psychology, T R,2052
201909,906153,14116,Psychology, T R,2052
201909,906153,16907,Psychology, T R,2052
201909,906174,15742,"English, Adol Educ: English", T R,2053
201909,906174,15737,"English, Adol Educ: English",M W,2053
201909,906174,20032,"English, Adol Educ: English", T R,2053
201909,906174,14109,"English, Adol Educ: English", T R,2053
201909,906182,19426,Communication, T R,2054
201909,906182,12455,Communication, T R,2054
201909,906182,12220,Communication, T R,2054
201909,906182,19508,Communication,M W,2054
201909,906182,17994,Communication, T,2054
201909,906182,17993,Communication,M W F,2054
201909,906183,20159,English, ,2055
201909,906183,18089,English,M   F,2055
201909,906183,18083,English, T R,2055
201909,906183,20139,English, ,2055
201909,906183,15374,English,M W,2055
201909,906183,17993,English,M W F,2055
201909,906183,17998,English,  W,2055
201909,906186,16500,Biology,M,2056
201909,906186,19627,Biology,M W F,2056
201909,906186,17444,Biology, T R,2056
201909,906186,17445,Biology,  W,2056
201909,906186,16631,Biology, T R,2056
201909,906186,16641,Biology,  W,2056
201909,906210,14397,Biology, T R,2057
201909,906210,18358,Biology, ,2057
201909,906210,18935,Biology,M W F,2057
201909,906210,16631,Biology, T R,2057
201909,906210,16642,Biology,  W,2057
201909,906210,12919,Biology,M W F,2057
201909,906265,12671,Business Administration, T R,2058
201909,906265,20454,Business Administration, T R,2058
201909,906265,12172,Business Administration, T R,2058
201909,906265,12152,Business Administration,M W,2058
201909,906265,18752,Business Administration,M W,2058
201909,906268,15405,Business Administration,M W,2059
201909,906268,20139,Business Administration, ,2059
201909,906268,12577,Business Administration,M W F,2059
201909,906268,14804,Business Administration,M W F,2059
201909,906268,12149,Business Administration, T R,2059
201909,906269,12003,Sociology,M   F,2060
201909,906269,18537,Sociology,  W F,2060
201909,906269,20545,Sociology, T R,2060
201909,906269,12988,Sociology, T R,2060
201909,906270,16947,Accounting,M   F,2061
201909,906270,12172,Accounting, T R,2061
201909,906270,16266,Accounting,M W F,2061
201909,906270,18746,Accounting, T R,2061
201909,906270,18753,Accounting, T R,2061
201909,906307,19669,"History, Adol Educ: Soc Street",M W F,2062
201909,906307,18743,"History, Adol Educ: Soc Street",M W,2062
201909,906307,12807,"History, Adol Educ: Soc Street", T R,2062
201909,906307,16396,"History, Adol Educ: Soc Street",M W,2062
201909,906307,17293,"History, Adol Educ: Soc Street", T R,2062
201909,906308,17740,Business Administration, T R,2063
201909,906308,17293,Business Administration, T R,2063
201909,906308,12919,Business Administration,M W F,2063
201909,906308,12111,Business Administration,M W,2063
201909,906310,15709,Childhood/Special Education, T R,2064
201909,906310,15714,Childhood/Special Education, T R,2064
201909,906310,17677,Childhood/Special Education, T R,2064
201909,906310,12940,Childhood/Special Education,M W F,2064
201909,906319,19461,International Relations, T R,2065
201909,906319,12859,International Relations,M W F,2065
201909,906319,12852,International Relations,M W F,2065
201909,906319,12906,International Relations, T R,2065
201909,906319,19372,International Relations, T R,2065
201909,906387,17433,Accounting,M W F,2066
201909,906387,17436,Accounting, T,2066
201909,906387,18189,Accounting,  R,2066
201909,906387,18978,Accounting, T R,2066
201909,906387,17966,Accounting,M W,2066
201909,906387,18751,Accounting,M W,2066
201909,906415,19398,Sociology,  W,2067
201909,906415,19414,Sociology, T R,2067
201909,906415,19346,Sociology, T R,2067
201909,906415,18125,Sociology,M W,2067
201909,906441,15709,Pre-Childhood/Special Educ, T R,2068
201909,906441,15714,Pre-Childhood/Special Educ, T R,2068
201909,906441,19398,Pre-Childhood/Special Educ,  W,2068
201909,906441,17677,Pre-Childhood/Special Educ, T R,2068
201909,906441,17255,Pre-Childhood/Special Educ, T R,2068
201909,906454,12759,Geography,M W,2069
201909,906454,19338,Geography,  W F,2069
201909,906454,20366,Geography, T R,2069
201909,906454,20645,Geography, ,2069
201909,906454,19343,Geography,M W,2069
201909,906464,18305,Psychology,M,2070
201909,906464,18698,Psychology,M W,2070
201909,906464,14116,Psychology, T R,2070
201909,906464,18619,Psychology,M W F,2070
201909,906489,20426,Sociology,M W,2071
201909,906489,12919,Sociology,M W F,2071
201909,906489,20544,Sociology, T R,2071
201909,906489,19345,Sociology, T R,2071
201909,906489,19344,Sociology, T R,2071
201909,906495,12681,Childhood/Special Education,M W,2072
201909,906495,15752,Childhood/Special Education, T R,2072
201909,906495,15761,Childhood/Special Education,  W,2072
201909,906495,19417,Childhood/Special Education, T R,2072
201909,906495,20451,Childhood/Special Education,M   F,2072
201909,906495,12405,Childhood/Special Education,  R,2072
201909,906500,20070,History,M W,2073
201909,906500,20423,History, T R,2073
201909,906500,20575,History, ,2073
201909,906500,18612,History, T R,2073
201909,906500,12910,History,M   F,2073
201909,906534,13049,Biology,M W F,2074
201909,906534,16501,Biology, T,2074
201909,906534,13618,Biology,M W F,2074
201909,906534,19934,Biology,M W,2074
201909,906534,12847,Biology, T R,2074
201909,906534,13494,Biology,M W,2074
201909,906541,14404,Accounting,M W,2075
201909,906541,19045,Accounting, T R,2075
201909,906541,12151,Accounting,M W,2075
201909,906541,16267,Accounting,M W F,2075
201909,906541,19113,Accounting, T R,2075
201909,906542,20000,"History, Adol Educ: Soc Street", T R,2076
201909,906542,12479,"History, Adol Educ: Soc Street", T R,2076
201909,906542,16305,"History, Adol Educ: Soc Street", T R,2076
201909,906542,20124,"History, Adol Educ: Soc Street",M W,2076
201909,906595,12152,Accounting,M W,2077
201909,906595,16266,Accounting,M W F,2077
201909,906595,19113,Accounting, T R,2077
201909,906595,20484,Accounting,M W,2077
201909,906595,20585,Accounting,  W,2077
201909,906595,19667,Accounting, T R,2077
201909,906660,18616,Pre-Business Administration, T R,2078
201909,906660,14804,Pre-Business Administration,M W F,2078
201909,906660,18770,Pre-Business Administration, T R,2078
201909,906660,20521,Pre-Business Administration, T R,2078
201909,906660,17964,Pre-Business Administration,M W,2078
201909,906673,20107,Childhood/Special Education,M W F,2079
201909,906673,20025,Childhood/Special Education, T R,2079
201909,906673,19960,Childhood/Special Education,  W,2079
201909,906673,13850,Childhood/Special Education, T R,2079
201909,906673,12827,Childhood/Special Education, T R,2079
201909,906673,19541,Childhood/Special Education, T R,2079
201909,906705,20426,Biology,M W,2080
201909,906705,16792,Biology, T,2080
201909,906705,16124,Biology,M W F,2080
201909,906705,19509,Biology,  W,2080
201909,906744,16537,"Chemistry, ACSC Certification", T,2081
201909,906744,12208,"Chemistry, ACSC Certification",M W F,2081
201909,906744,15861,"Chemistry, ACSC Certification", T R,2081
201909,906744,20274,"Chemistry, ACSC Certification", ,2081
201909,906744,19413,"Chemistry, ACSC Certification",M W,2081
201909,906755,20113,Pre-Childhood/Special Educ,M W F,2082
201909,906755,12944,Pre-Childhood/Special Educ, T R,2082
201909,906755,18942,Pre-Childhood/Special Educ, T R,2082
201909,906755,19634,Pre-Childhood/Special Educ,M W,2082
201909,906755,12983,Pre-Childhood/Special Educ, T R,2082
201909,906766,16512,Geological Sciences, T,2083
201909,906766,14143,Geological Sciences,M W F,2083
201909,906766,13113,Geological Sciences, ,2083
201909,906766,20650,Geological Sciences, T,2083
201909,906766,12630,Geological Sciences, T R,2083
201909,906766,17412,Geological Sciences,M W F,2083
201909,906777,16712,Pre-Business Administration,M W,2084
201909,906777,12822,Pre-Business Administration,M W,2084
201909,906777,17740,Pre-Business Administration, T R,2084
201909,906777,18770,Pre-Business Administration, T R,2084
201909,906784,12944,Psychology, T R,2085
201909,906784,17433,Psychology,M W F,2085
201909,906784,17435,Psychology, T,2085
201909,906784,13770,Psychology,M W F,2085
201909,906784,14115,Psychology,M W F,2085
201909,906784,15935,Psychology, ,2085
201909,906791,19057,Political Science,  W F,2086
201909,906791,16779,Political Science, T R,2086
201909,906791,16692,Political Science,  F,2086
201909,906791,12149,Political Science, T R,2086
201909,906791,20408,Political Science, T R,2086
201909,906829,19940,"History, Adol Educ: Soc Street", T R,2087
201909,906829,20070,"History, Adol Educ: Soc Street",M W,2087
201909,906829,19481,"History, Adol Educ: Soc Street",M W F,2087
201909,906829,19372,"History, Adol Educ: Soc Street", T R,2087
201909,906838,20382,Psychology, T R,2088
201909,906838,13625,Psychology, ,2088
201909,906838,17354,Psychology, T R,2088
201909,906838,12469,Psychology,M W,2088
201909,906838,17505,Psychology, T R,2088
201909,906839,17811,Business Administration,  W F,2089
201909,906839,12153,Business Administration, T R,2089
